timestamp,accel_x,accel_y,accel_z
20241001205232,0.7347412109375,-0.5857391357421875,0.35455322265625
20241001205233,0.7347412109375,-0.5919189453125,0.35455322265625
20241001205235,0.7347412109375,-0.5919189453125,0.3455657958984375
20241001205235,0.795928955078125,-0.5919189453125,0.3455657958984375
20241001205236,0.795928955078125,-0.6217498779296875,0.3455657958984375
20241001205238,0.795928955078125,-0.6217498779296875,0.3704071044921875
20241001205238,0.65020751953125,-0.6217498779296875,0.3704071044921875
20241001205239,0.65020751953125,-0.64337158203125,0.3704071044921875
20241001205241,0.65020751953125,-0.64337158203125,0.224395751953125
20241001205241,0.75433349609375,-0.64337158203125,0.224395751953125
20241001205242,0.75433349609375,-0.5930023193359375,0.224395751953125
