timestamp,accel_x,accel_y,accel_z
20241001205416,0.6675567626953125,-0.6746978759765625,0.360443115234375
20241001205417,0.6675567626953125,-0.6390533447265625,0.360443115234375
20241001205419,0.6675567626953125,-0.6390533447265625,0.384033203125
20241001205419,0.6755828857421875,-0.6390533447265625,0.384033203125
20241001205420,0.6755828857421875,-0.6432952880859375,0.384033203125
20241001205422,0.6755828857421875,-0.6432952880859375,0.38983154296875
20241001205422,0.6713104248046875,-0.6432952880859375,0.38983154296875
20241001205423,0.6713104248046875,-0.63568115234375,0.38983154296875
20241001205425,0.6713104248046875,-0.63568115234375,0.3806610107421875
20241001205425,0.697906494140625,-0.63568115234375,0.3806610107421875
20241001205426,0.697906494140625,-0.606048583984375,0.3806610107421875
