timestamp,accel_x,accel_y,accel_z
20241001205256,0.7342529296875,-0.5792236328125,0.3399658203125
20241001205256,0.71240234375,-0.5792236328125,0.3399658203125
20241001205258,0.71240234375,-0.5998382568359375,0.3399658203125
20241001205259,0.71240234375,-0.5998382568359375,0.3632354736328125
20241001205259,0.729339599609375,-0.5998382568359375,0.3632354736328125
20241001205301,0.729339599609375,-0.5817108154296875,0.3632354736328125
20241001205302,0.729339599609375,-0.5817108154296875,0.350372314453125
20241001205302,0.7250213623046875,-0.5817108154296875,0.350372314453125
20241001205304,0.7250213623046875,-0.5835113525390625,0.350372314453125
20241001205305,0.7250213623046875,-0.5835113525390625,0.3459014892578125
