timestamp,accel_x,accel_y,accel_z
20241001210040,0.4853973388671875,-0.9108734130859375,0.1518707275390625
20241001210040,0.6459808349609375,-0.9108734130859375,0.1518707275390625
20241001210042,0.6459808349609375,-0.735107421875,0.1518707275390625
20241001210043,0.6459808349609375,-0.735107421875,0.2836456298828125
20241001210043,0.5913238525390625,-0.735107421875,0.2836456298828125
20241001210045,0.5913238525390625,-0.751739501953125,0.2836456298828125
20241001210046,0.5913238525390625,-0.751739501953125,0.2689666748046875
20241001210046,0.632568359375,-0.751739501953125,0.2689666748046875
20241001210048,0.632568359375,-0.725555419921875,0.2689666748046875
20241001210049,0.632568359375,-0.725555419921875,0.2881927490234375
