timestamp,accel_x,accel_y,accel_z
20241001205636,0.8458404541015625,-0.4579620361328125,0.311767578125
20241001205637,0.8458404541015625,-0.4579620361328125,0.320465087890625
20241001205638,0.8512725830078125,-0.4579620361328125,0.320465087890625
20241001205639,0.8512725830078125,-0.4189300537109375,0.320465087890625
20241001205640,0.8512725830078125,-0.4189300537109375,0.324249267578125
20241001205641,0.83587646484375,-0.4189300537109375,0.324249267578125
20241001205642,0.83587646484375,-0.4369354248046875,0.324249267578125
20241001205643,0.83587646484375,-0.4369354248046875,0.3005523681640625
20241001205644,0.843719482421875,-0.4369354248046875,0.3005523681640625
20241001205645,0.843719482421875,-0.4127044677734375,0.3005523681640625
