timestamp,accel_x,accel_y,accel_z
20241001205210,0.6840057373046875,-0.59844970703125,0.396026611328125
20241001205211,0.6840057373046875,-0.59844970703125,0.4006500244140625
20241001205212,0.7071533203125,-0.59844970703125,0.4006500244140625
20241001205213,0.7071533203125,-0.598876953125,0.4006500244140625
20241001205214,0.7071533203125,-0.598876953125,0.4563446044921875
20241001205215,0.660125732421875,-0.598876953125,0.4563446044921875
20241001205216,0.660125732421875,-0.58612060546875,0.4563446044921875
20241001205217,0.660125732421875,-0.58612060546875,0.43267822265625
20241001205218,0.7006378173828125,-0.58612060546875,0.43267822265625
20241001205219,0.7006378173828125,-0.5677337646484375,0.43267822265625
