timestamp,x,y,z
2024-09-29 19:56:57,-1.364166259765625,1.161376953125,-1.4228668212890625
2024-09-29 19:56:58,-1.364166259765625,0.804962158203125,-1.4228668212890625
2024-09-29 19:56:59,-1.364166259765625,0.804962158203125,-2.860687255859375
2024-09-29 19:57:00,0.244476318359375,0.804962158203125,-2.860687255859375
2024-09-29 19:57:01,0.244476318359375,0.020111083984375,-2.860687255859375
2024-09-29 19:57:02,0.244476318359375,0.020111083984375,5.022247314453125
2024-09-29 19:57:03,-1.8558807373046875,0.020111083984375,5.022247314453125
2024-09-29 19:57:04,-1.8558807373046875,1.3309478759765625,5.022247314453125
2024-09-29 19:57:05,-1.8558807373046875,1.3309478759765625,-1.5871429443359375
2024-09-29 19:57:06,-2.7302398681640625,1.3309478759765625,-1.5871429443359375
2024-09-29 19:57:07,-2.7302398681640625,0.934295654296875,-1.5871429443359375
2024-09-29 19:57:08,-2.7302398681640625,0.934295654296875,-0.379364013671875
2024-09-29 19:57:09,-6.29595947265625,0.934295654296875,-0.379364013671875
2024-09-29 19:57:10,-6.29595947265625,-0.408935546875,-0.379364013671875
2024-09-29 19:57:11,-6.29595947265625,-0.408935546875,-2.6488189697265625
2024-09-29 19:57:13,7.1304931640625,-0.408935546875,-2.6488189697265625
2024-09-29 19:57:14,7.1304931640625,7.629150390625,-2.6488189697265625
2024-09-29 19:57:15,7.1304931640625,7.629150390625,-2.6439971923828125
2024-09-29 19:57:16,-3.432464599609375,7.629150390625,-2.6439971923828125
2024-09-29 19:57:17,-3.432464599609375,0.494354248046875,-2.6439971923828125
2024-09-29 19:57:18,-3.432464599609375,0.494354248046875,1.60369873046875
2024-09-29 19:57:19,-3.96392822265625,0.494354248046875,1.60369873046875
2024-09-29 19:57:20,-3.96392822265625,1.343017578125,1.60369873046875
2024-09-29 19:57:21,-3.96392822265625,1.343017578125,-5.20562744140625
2024-09-29 19:57:22,-3.7497100830078125,1.343017578125,-5.20562744140625
2024-09-29 19:57:23,-3.7497100830078125,-4.7491302490234375,-5.20562744140625
2024-09-29 19:57:24,-3.7497100830078125,-4.7491302490234375,8.627090454101562
2024-09-29 19:57:25,-4.0677642822265625,-4.7491302490234375,8.627090454101562
2024-09-29 19:57:26,-4.0677642822265625,-2.765228271484375,8.627090454101562
